Title,Alineamiento estatégico,Manejo de valor,Manejo de riesgo,Manejo de gobernanza,Otros,Monitoreo y control de portafolio
"9th International Conference on Knowledge Management in Organizations, KMO 2014",8.92,20.44,14.49,20.96,12.11,17.91
Aspects of data quality that cause impact on business intelligence systems,5.7,13.54,8.41,18.34,7.39,10.81
Virtual project teaming: Incorporation of immersive environments and role-played case study assessments,6.73,14.09,9.11,14.41,7.39,13.85
Combining life cycle assessment with data science to inform portfolio-level value-chain engineering: A Case Study at PepsiCo Inc.,10.23,18.23,16.36,23.14,14.17,16.55
"International Conference on Information Systems, ICIS 2013, Volume 5",19.01,31.49,25.23,32.75,22.38,25.34
Churn prediction for high-value players in casual social games,7.6,15.47,12.38,16.59,11.29,15.54
"International Conference on Information Systems, ICIS 2012, Volume 3",16.67,31.49,26.17,33.19,23.0,24.66
Fixed Income Securities and Derivatives Handbook: Second Edition,6.87,16.3,11.45,17.03,9.45,11.82
"Proceedings of the 8th European Conference on Information Management and Evaluation, ECIME 2014",5.99,16.02,10.51,18.34,9.45,12.5
Improving the prediction of petroleum reservoir characterization with a stacked generalization ensemble model of support vector machines,9.21,18.51,14.95,16.59,13.55,19.93
"19th Americas Conference on Information Systems, AMCIS 2013, Volume 1",17.69,33.98,25.23,33.62,23.2,27.7
Financial risk modelling in vehicle credit portfolio,5.12,14.92,10.05,13.97,10.47,16.55
The cobas P 630 instrument: A dedicated pre-analytic solution to optimize COBAS® AmpliPrep/COBAS® TaqMan® system workflow and turn-around-time,4.97,14.64,11.21,14.41,8.01,11.82
Selecting project management methodologies for business intelligence projects - A value based approach,7.89,16.3,12.85,16.59,9.65,12.84
Towards Software Performance Monitoring: An Approach for the Aerospace Industry,7.6,16.3,13.32,16.16,11.29,14.53
Clustering techniques and their effect on portfolio formation and risk analysis,5.85,12.71,10.05,13.1,9.65,14.19
"18th Americas Conference on Information Systems 2012, AMCIS 2012, Volume 3",19.59,30.39,26.64,31.44,20.94,27.03
A model-based approach to constructing corporate bond portfolios,5.41,12.71,11.21,16.59,8.01,12.5
Learning/curriculum management systems (LCMS): Emergence of a new wave in medical education,7.02,16.3,13.55,18.78,9.86,13.85
Efficient data structures for risk modelling in portfolios of catastrophic risk using mapreduce,3.65,10.77,8.41,11.35,7.19,9.8
Financial modeling with crystal ball and excel,7.46,19.61,16.36,16.59,11.91,13.51
"International Conference on Information Systems, ICIS 2012, Volume 4",16.67,31.49,26.17,33.19,23.0,24.66
Accounting for secondary uncertainty: Efficient computation of portfolio risk measures on multi and many core architectures,6.14,15.47,11.21,16.59,10.06,13.18
Critical space prediction analysis in building construction-an application of dea-da and topsis,6.14,16.85,11.21,13.1,9.24,15.54
Portfolio mining,3.36,11.6,7.71,11.35,7.19,9.46
"Proceedings - 2014 2nd International Symposium on Computational and Business Intelligence, ISCBI 2014",6.43,15.19,10.98,13.97,8.62,12.16
"International Conference on Information Systems, ICIS 2012, Volume 2",16.67,31.49,26.17,33.19,23.0,24.66
"International Conference on Information Systems, ICIS 2013, Volume 3",19.01,31.49,25.23,32.75,22.38,25.34
"18th Americas Conference on Information Systems 2012, AMCIS 2012, Volume 4",19.59,30.39,26.64,31.44,20.94,27.03
Including human factors in business ecosystem network to expose & predict budgetary risk,6.73,14.09,13.08,14.85,10.06,14.86
On the basics for simulation of feedback-based stock trading strategies: An invited tutorial session,6.29,15.75,12.62,18.78,11.5,15.54
Banking technology innovations in India: Enhancing customer value and satisfaction,7.89,17.4,11.92,16.16,9.86,14.53
Measuring and Querying Process Performance in Supply Chains: An Approach for Mining Big-Data Cloud Storages,6.14,15.19,11.45,24.45,10.27,13.18
"Proceedings of the 8th Iberian Conference on Information Systems and Technologies, CISTI 2013",6.58,16.85,12.85,16.16,10.47,13.51
The hardware accelerator debate: A financial risk case study using many-core computing,5.26,13.81,10.05,13.1,8.01,11.82
An analytics approach to designing patient centered medical homes,7.46,15.19,12.15,15.72,9.45,14.53
"International Conference on Information Systems, ICIS 2012, Volume 1",16.67,31.49,26.17,33.19,23.0,24.66
"International Conference on Information Systems, ICIS 2013, Volume 2",18.71,31.49,25.0,32.75,22.18,25.34
Squaring the circle: A new alternative to alternative-assessment,4.97,13.54,10.05,13.1,6.98,11.15
EXsight: An analytical framework for quantifying financial loss in the aftermath of catastrophic events,4.39,12.98,9.58,16.59,7.8,10.81
Shine a light on big data,7.46,14.36,10.51,18.78,8.83,12.5
Towards an economic foundation for the decision between agile and plan-driven project management in a business intelligence context,6.87,17.13,11.92,16.16,8.01,10.81
"18th Americas Conference on Information Systems 2012, AMCIS 2012, Volume 2",19.59,30.39,26.64,31.44,20.94,27.03
"18th Americas Conference on Information Systems 2012, AMCIS 2012, Volume 1",19.59,30.39,26.64,31.44,20.94,27.03
Driving continuous improvement by developing and leveraging lean key performance indicators,6.14,12.98,12.62,17.03,9.65,12.5
Real options analysis on strategic partnership dealing of biotech start-ups,7.46,16.85,13.55,17.9,11.09,12.16
"Evolutionary multiobjective optimization in water resources: The past, present, and future",6.43,16.57,12.15,15.28,9.45,12.16
Predictive network analytics for national research investment,8.63,19.34,13.55,18.34,13.76,13.85
QuPARA: Query-driven large-scale portfolio aggregate risk analysis on MapReduce,7.89,15.75,13.79,20.09,9.65,13.18
High-frequency financial statistics with parallel R and Intel Xeon Phi coprocessor,7.46,19.61,15.89,18.34,10.68,15.54
"19th Americas Conference on Information Systems, AMCIS 2013, Volume 2",17.69,33.98,25.23,33.62,23.2,27.7
Data intensive enterprise applications,8.04,15.75,11.68,16.59,9.03,13.18
Parallel simulations for analysing portfolios of catastrophic event risk,6.73,14.64,13.32,17.03,9.65,14.19
Evaluation of enterprise training programs using business process management,5.41,12.71,11.21,14.85,9.65,12.16
E-portfolios in support of informal learning,5.26,11.6,8.64,15.72,7.39,9.8
Finding problem specific shannon information in high dimensional input space for artificial neural networks,10.38,16.85,14.49,17.47,12.53,15.88
"Games, risks, and analytics: Several illustrative cases involving national security and management situations",10.67,17.68,18.69,19.65,13.14,19.26
"15th Americas Conference on Information Systems, AMCIS 2009, Volume 4",7.75,16.85,13.79,15.72,10.68,13.85
Analytics underlying the metallgesellschaft hedge: Short term futures in a multi-period environment,4.68,12.98,9.58,14.41,8.62,11.15
"32nd International Conference on Information System 2011, ICIS 2011, Volume 1",19.01,34.53,25.93,31.0,23.82,27.36
An experimental study of financial portfolio selection with visual analytics for decision support,6.14,17.96,11.92,17.47,8.62,12.5
Probabilistic safety risk analysis in complex domains: Application to unmanned aircraft systems,6.14,12.71,10.51,14.85,7.8,11.82
A survey of open source tools for business intelligence,5.12,12.43,8.18,13.54,7.19,10.14
"32nd International Conference on Information System 2011, ICIS 2011, Volume 4",19.01,34.53,25.93,31.0,23.82,27.36
Calculating quantile-based risk analytics with L-estimators,4.68,11.33,9.35,12.66,7.19,9.12
Too close to the hedge: The case of long term capital management LP Part one: Hedge fund analytics,6.29,14.92,11.92,13.1,9.03,12.16
"16th Americas Conference on Information Systems, AMCIS 2010, Volume 5",6.58,18.23,11.68,20.52,10.47,14.53
"Introduction to Fixed Income Analytics: Relative Value Analysis, Risk Measures, and Valuation",6.43,14.09,11.92,16.16,8.62,12.5
A single solution to intelligent lifecycle management,5.7,14.36,11.45,14.41,8.62,11.49
"16th Americas Conference on Information Systems, AMCIS 2010, Volume 3",7.89,18.23,12.85,17.9,10.06,13.51
"16th Americas Conference on Information Systems, AMCIS 2010, Volume 6",8.33,17.13,13.79,20.52,10.68,12.5
Real time modeling for financial and performance management,7.46,14.92,10.98,17.47,10.47,13.51
Risk analytics for hedge funds,7.31,16.02,12.38,14.85,10.68,12.5
Wealth forever: The analytics of stock markets,5.85,12.71,12.85,13.97,8.42,12.5
Agent-network: a fusion method for heterogeneous business intelligence technologies,6.29,13.26,11.45,15.28,9.03,12.5
"10th Americas Conference on Information Systems, AMCIS 2004",7.89,17.13,12.85,20.96,10.68,13.18
A review of portfolio planning. Models and systems.,7.02,14.09,10.75,13.1,9.24,12.5
Change management: From knowledge about innovative se to capabilities for industrial se projects,13.01,21.55,17.06,24.89,16.02,17.23
ICx acquires Griffen in global marketability drive,4.97,11.05,9.35,13.1,6.37,9.12
"IEEE/IAFE Conference on Computational Intelligence for Financial Engineering, Proceedings (CIFEr)",5.26,15.75,11.21,14.85,9.45,12.84
An identification and classification of enterprise portal functions and features,6.43,17.13,11.68,16.16,10.06,14.86
Healthcare informatics: Improving efficiency and productivity,8.33,16.02,13.55,15.72,9.03,13.51
Beyond VaR: parametric and simulation-based risk management tools,4.68,11.6,9.81,12.66,7.19,9.46
Adjusted case-based software effort estimation using bees optimization algorithm,8.04,18.51,14.02,15.28,10.88,17.23
Performance management goes inside,5.7,11.88,9.11,19.21,7.39,10.47
Notice of Retraction: Fuzzy multi-objective decision making method with incomplete weighting factors information in the solar investment project evaluation,6.73,16.02,14.02,14.41,10.88,15.2
Environmental scanning systems: State of the art and first instantiation,9.21,20.17,16.12,22.71,13.35,14.53
Notice of Retraction: Risk prediction model for construction projects based on rough sets and artificial neural networks,4.97,16.02,10.75,13.54,9.03,13.85
"MIPRO 2006 - 29th International Convention: Digital Economy - 3rd ALADIN, Information Systems Security and Business Intelligence Systems",15.35,31.22,22.9,31.44,20.33,21.62
"13th Americas Conference on Information Systems, AMCIS 2007, Volume 3",8.92,16.02,11.45,20.52,10.88,15.2
Efficient project management by quality improvement of project processes,4.82,14.36,10.75,17.9,7.19,11.49
GIS grids and the business use of GIS data,4.09,11.88,11.21,13.97,7.39,9.8
Managing procurement spend using advanced compliance analytics,9.94,19.06,12.85,22.27,13.96,16.55
Managing the implementation of business intelligence systems: A critical success factors framework,7.02,17.68,14.25,17.03,11.29,14.19
Supporting decision makers with fuzzy cognitive maps: These extensions of cognitive maps can process uncertainty and hence improve decision making in R&D applications.,6.29,16.02,10.75,17.03,7.6,12.84
Process improvement projects shortcomings and resolution,10.23,16.85,12.38,17.47,12.94,14.53
Advances in business analytics at HP laboratories,4.97,11.33,8.64,14.85,5.54,8.45
"Innovative web portal reservoir knowledge base integrates engineering, production, geosciences and economic data sets",8.92,20.99,15.19,19.65,13.14,19.26
A mean-variance analysis of self-financing portfolios,4.53,11.33,9.58,11.35,7.8,9.46
Simulation of adaptive project management analytics,6.29,14.09,22.2,13.97,9.03,15.2
Challenging the power of ERP packages,4.97,11.05,9.35,14.85,6.98,10.81
"2009 International Conference on Business Intelligence and Financial Engineering, BIFE 2009",5.26,17.4,10.28,13.54,8.01,10.47
"16th Americas Conference on Information Systems, AMCIS 2010, Volume 1",6.14,15.75,10.51,20.52,9.03,11.49
"Post-Web era could bring off-the-shelf connectivity, interoperability",5.26,11.88,9.81,14.41,6.78,9.46
Environmental Performance in the Petroleum Industry: Hidden Risks and Value Potential for Strategic Investors,5.99,14.64,11.21,15.72,8.42,11.82
"Convertible bonds: Model, value attribution, and analytics",5.56,13.81,9.58,12.23,6.98,12.16
Risk assessment modelling for the South African construction industry,5.41,16.85,11.21,17.47,8.62,15.54
"32nd International Conference on Information System 2011, ICIS 2011, Volume 3",19.01,34.53,25.93,31.0,23.82,27.36
Designing an e-portfolio for assurance of learning focusing on adoptability and learning analytics,6.73,14.92,12.62,18.34,8.62,12.84
CIT 2007: 7th IEEE International Conference on Computer and Information Technology,5.26,12.98,9.58,14.41,8.62,12.84
Analyzing the impact of credit migration in a portfolio setting,4.97,12.98,10.05,12.23,6.98,10.81
On optimal risk/return-efficient arbitrage portfolio,3.95,12.15,8.88,10.92,6.98,9.46
Economics of development strategies utilising option and portfolio analytics,9.8,18.78,14.49,17.9,13.14,15.54
A new project control model as underlying support for the balanced scorecard formalization,7.16,16.85,11.21,20.52,10.06,14.19
Cross-validation and ensemble analyses on multiple-criteria linear programming classification for credit cardholder behavior,4.39,16.02,10.05,13.1,8.21,12.16
